date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:33:03	15682/15682	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2009:37:13%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_ceiling2	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserverfdc1.html	(from https://www.w3schools.com/sql/func_sqlserver_ceiling.asp)
11:33:03	15627/15627	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2004:50:27%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_ceiling3	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserver8236.html	(from https://www.w3schools.com/sql/func_sqlserver_ceiling.asp)
11:33:04	15650/15650	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2009:58:20%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_count	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserver7670.html	(from https://www.w3schools.com/sql/func_sqlserver_count.asp)
11:33:04	15626/15626	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2005:54:14%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_floor	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserver15e1.html	(from https://www.w3schools.com/sql/func_sqlserver_floor.asp)
11:33:05	15623/15623	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2004:52:39%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_floor2	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserverdcaa.html	(from https://www.w3schools.com/sql/func_sqlserver_floor.asp)
11:33:05	15684/15684	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2007:41:52%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_floor3	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserver377f.html	(from https://www.w3schools.com/sql/func_sqlserver_floor.asp)
11:33:06	15640/15640	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2008:34:01%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_max	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserver1bc4.html	(from https://www.w3schools.com/sql/func_sqlserver_max.asp)
11:33:07	15641/15641	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2009:58:23%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_min	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserver87cb.html	(from https://www.w3schools.com/sql/func_sqlserver_min.asp)
11:33:07	15664/15664	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2009:20:25%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_rand	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlserver16ae.html	(from https://www.w3schools.com/sql/func_sqlserver_rand.asp)
11:33:08	15607/15607	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Mar%202018%2010:33:05%20GMT	https://www.w3schools.com/sql/trysqlserver.asp?filename=trysql_func_sqlserver_rand2	C:/Letoltott%20weblapok/c3/www.w3schools.com/sql/trysqlservercdda.html	(from https://www.w3schools.com/sql/func_sqlserver_rand.asp)
